time,zone1,zone2,zone3,zone4
24-05-12 11:43.57,382,381,597,394
24-05-12 11:44.12,277,723,361,525
24-05-12 11:44.28,444,459,511,437
24-05-12 11:44.43,277,766,356,542
24-05-12 11:44.59,347,400,634,359
24-05-12 11:45.14,299,531,535,464
24-05-12 11:45.30,277,726,352,549
24-05-12 11:45.45,384,370,663,366
24-05-12 11:46.01,287,760,353,544
24-05-12 11:46.16,277,631,445,446
24-05-12 11:46.32,354,369,608,360
24-05-12 11:46.47,433,550,470,459
24-05-12 11:47.03,277,728,357,543
24-05-12 11:47.18,354,417,598,363
24-05-12 11:47.34,349,382,602,400
24-05-12 11:47.49,277,735,363,536
24-05-12 11:48.05,372,550,462,460
24-05-12 11:48.20,310,458,534,450
24-05-12 11:48.36,346,420,593,362
24-05-12 11:48.51,277,704,369,530
24-05-12 11:49.07,293,537,496,459
24-05-12 11:49.22,288,741,353,551
24-05-12 11:49.38,277,742,363,528
24-05-12 11:49.53,277,723,367,537
24-05-12 11:50.09,357,420,596,364
24-05-12 11:50.24,396,361,527,350
24-05-12 11:50.40,466,547,474,462
24-05-12 11:50.55,277,725,372,529
24-05-12 11:51.11,404,381,592,354
24-05-12 11:51.26,389,456,556,442
24-05-12 11:51.42,277,697,369,525
24-05-12 11:51.57,310,458,542,454
24-05-12 11:52.13,298,696,362,558
24-05-12 11:52.28,277,711,352,549
24-05-12 11:52.44,350,565,483,451
24-05-12 11:52.59,388,367,612,349
24-05-12 11:53.31,277,734,419,475
24-05-12 11:54.03,417,556,473,555
24-05-12 11:54.19,277,738,357,550
24-05-12 11:54.34,397,360,619,354
24-05-12 11:54.50,382,457,555,426
24-05-12 11:55.22,357,401,636,353
24-05-12 11:55.37,324,379,616,423
24-05-12 11:55.53,385,720,378,564
24-05-12 11:56.08,283,753,352,551
24-05-12 11:56.24,310,485,563,373
24-05-12 11:56.39,380,380,649,416
24-05-12 11:56.55,371,463,549,460
24-05-12 11:57.10,303,460,547,425
24-05-12 11:57.26,422,377,615,416
24-05-12 11:57.41,407,360,623,355
24-05-12 11:57.57,349,456,553,426
24-05-12 11:58.29,461,545,480,564
24-05-12 11:58.44,315,379,597,417
24-05-12 11:59.49,309,498,562,373
24-05-12 12:00.05,393,362,620,349
24-05-12 12:00.20,282,764,362,537
24-05-12 12:00.52,315,379,605,422
24-05-12 12:01.08,277,685,422,478
24-05-12 12:01.23,380,546,466,468
24-05-12 12:03.01,309,507,567,374
24-05-12 12:03.17,391,367,626,365
24-05-12 12:03.32,444,455,564,463
24-05-12 12:03.48,337,715,382,503
24-05-12 12:04.03,292,762,353,552
24-05-12 12:04.19,292,750,352,555
24-05-12 12:04.34,277,728,358,550
24-05-12 12:05.06,293,569,489,442
24-05-12 12:05.38,399,359,631,354
24-05-12 12:05.54,283,620,426,464
24-05-12 12:06.09,283,745,359,546
24-05-12 12:06.25,277,768,358,545
24-05-12 12:06.40,286,735,353,553
24-05-12 12:07.12,293,539,475,455
24-05-12 12:07.28,377,456,558,444
24-05-12 12:07.43,466,540,482,452
24-05-12 12:07.59,282,745,353,594
24-05-12 12:08.14,342,421,595,362
24-05-12 12:08.46,277,712,363,536
24-05-12 12:09.02,366,363,619,354
24-05-12 12:09.17,332,457,564,425
24-05-12 12:09.33,319,693,378,557
24-05-12 12:09.48,378,404,556,361
24-05-12 12:10.04,299,464,519,440
24-05-12 12:10.36,397,363,619,353
24-05-12 12:11.41,277,718,358,542
24-05-12 12:11.56,380,384,578,351
24-05-12 12:12.12,294,752,347,519
24-05-12 12:12.27,391,369,613,364
24-05-12 12:12.43,277,717,371,528
24-05-12 12:12.58,410,378,612,416
24-05-12 12:13.14,290,771,352,555
24-05-12 12:13.29,409,359,618,355
24-05-12 12:13.45,299,461,542,425
24-05-12 12:14.00,283,762,358,548
24-05-12 12:14.16,410,371,616,360
24-05-12 12:14.31,299,529,543,566
24-05-12 12:14.47,313,704,377,561
24-05-12 12:15.02,386,398,591,353
24-05-12 12:15.18,437,456,554,463
24-05-12 12:15.33,309,709,376,565
24-05-12 12:15.49,277,747,358,534
24-05-12 12:16.04,380,360,617,354
24-05-12 12:16.20,429,454,554,424
24-05-12 12:16.35,311,459,542,425
24-05-12 12:16.51,283,771,352,548
24-05-12 12:17.06,354,404,634,360
24-05-12 12:17.22,315,390,570,418
24-05-12 12:19.50,277,751,363,532
24-05-12 12:20.05,309,523,528,377
24-05-12 12:20.21,282,660,421,478
24-05-12 12:20.53,298,586,434,456
24-05-12 12:21.08,277,745,362,525
24-05-12 12:21.24,366,368,619,364
24-05-12 12:21.39,375,459,556,425
24-05-12 12:21.55,293,535,496,462
24-05-12 12:22.10,283,717,351,555
24-05-12 12:22.26,283,736,351,552
24-05-12 12:22.41,277,683,420,477
24-05-12 12:22.57,382,366,525,356
24-05-12 12:23.12,309,381,580,417
24-05-12 12:23.28,354,463,555,463
24-05-12 12:23.43,288,741,351,556
24-05-12 12:23.59,365,367,565,360
24-05-12 12:24.14,398,546,475,475
24-05-12 12:24.30,290,738,351,560
24-05-12 12:25.18,308,457,612,456
24-05-12 12:25.34,291,747,350,557
24-05-12 12:25.49,277,668,419,487
24-05-12 12:26.38,283,767,352,558
24-05-12 12:27.10,348,457,552,455
24-05-12 12:27.25,438,451,578,423
24-05-12 12:27.41,361,454,565,453
24-05-12 12:27.56,467,537,496,566
24-05-12 12:28.12,299,677,376,569
24-05-12 12:28.27,303,720,362,565
24-05-12 12:28.43,295,709,366,563
24-05-12 12:28.58,283,733,351,559
24-05-12 12:29.47,293,581,480,454
24-05-12 12:30.02,277,743,366,549
24-05-12 12:30.34,283,696,361,542
24-05-12 12:30.50,309,396,556,409
24-05-12 12:31.05,277,689,368,533
24-05-12 12:31.54,304,539,517,468
24-05-12 12:32.09,317,456,572,452
24-05-12 12:32.58,293,588,472,473
24-05-12 12:33.13,277,659,425,478
24-05-12 12:33.29,283,728,361,543
24-05-12 12:34.01,277,743,419,490
24-05-12 12:34.16,277,695,374,533
24-05-12 12:34.32,292,754,350,555
24-05-12 12:34.47,293,543,481,452
24-05-12 12:35.36,446,545,481,443
24-05-12 12:35.51,483,450,579,439
24-05-12 12:36.07,362,376,617,384
24-05-12 12:36.22,309,520,561,375
24-05-12 12:36.38,277,699,369,532
24-05-12 12:37.10,309,520,553,375
24-05-12 12:37.25,309,488,557,375
24-05-12 12:37.57,277,703,420,479
24-05-12 12:38.29,362,383,591,355
24-05-12 12:39.01,294,773,357,551
24-05-12 12:39.33,330,376,580,386
24-05-12 12:39.49,299,533,513,455
24-05-12 12:40.04,329,713,377,567
24-05-12 12:40.20,297,705,362,561
24-05-12 12:40.35,277,732,357,552
24-05-12 12:40.51,277,724,360,545
24-05-12 12:41.23,406,363,627,348
24-05-12 12:41.55,465,535,486,575
24-05-12 12:42.10,407,373,626,415
24-05-12 12:42.42,299,460,537,425
24-05-12 12:42.58,299,529,535,569
24-05-12 12:43.13,325,456,564,425
24-05-12 12:43.29,385,542,475,456
24-05-12 12:43.44,277,675,420,482
24-05-12 12:44.00,384,359,617,354
24-05-12 12:44.15,401,401,640,353
24-05-12 12:44.31,359,399,636,354
24-05-12 12:44.46,481,453,564,450
24-05-12 12:45.02,277,725,356,551
24-05-12 12:45.17,374,381,592,358
24-05-12 12:45.33,384,358,648,348
24-05-12 12:46.05,277,761,351,551
24-05-12 12:46.20,392,358,625,354
24-05-12 12:46.36,315,381,587,417
24-05-12 12:47.08,393,358,629,352
24-05-12 12:47.23,322,710,376,569
24-05-12 12:49.18,419,364,625,365
24-05-12 12:49.33,313,685,379,575
24-05-12 12:49.49,383,419,601,362
24-05-12 12:50.21,418,357,613,346
24-05-12 12:50.36,305,455,559,424
24-05-12 12:50.52,277,709,370,531
24-05-12 12:51.07,332,379,604,417
24-05-12 12:51.23,304,686,377,573
24-05-12 12:52.11,293,564,483,450
24-05-12 12:52.27,402,380,595,353
24-05-12 12:52.42,398,359,628,355
24-05-12 12:53.31,289,767,351,557
24-05-12 12:53.46,302,683,376,573
24-05-12 12:54.02,293,535,508,575
24-05-12 12:54.17,464,540,506,559
24-05-12 12:54.33,297,753,359,559
24-05-12 12:54.48,322,713,375,569
24-05-12 12:55.04,277,725,368,521
24-05-12 12:55.19,407,417,604,363
24-05-12 12:55.35,367,420,600,362
24-05-12 12:55.50,310,487,562,382
24-05-12 12:56.06,377,400,638,360
24-05-12 12:56.21,410,366,626,363
24-05-12 12:56.37,410,380,620,416
24-05-12 12:57.09,416,543,475,572
24-05-12 12:57.24,295,695,359,567
24-05-12 12:57.40,305,665,375,565
24-05-12 12:57.55,299,456,541,426
24-05-12 12:58.11,349,375,626,421
24-05-12 12:58.26,321,377,611,417
24-05-12 12:58.42,309,448,588,424
24-05-12 12:58.57,299,528,538,573
24-05-12 12:59.13,277,708,351,553
24-05-12 12:59.28,309,492,566,375
24-05-12 12:59.44,361,455,516,425
24-05-12 12:59.59,277,787,356,552
24-05-12 13:00.15,402,540,482,463
24-05-12 13:00.30,409,365,639,358
24-05-12 13:00.46,309,496,580,371
24-05-12 13:01.01,277,661,420,484
24-05-12 13:01.17,277,765,361,552
24-05-12 13:01.32,300,742,361,572
24-05-12 13:01.48,358,550,475,574
24-05-12 13:02.03,314,720,376,571
24-05-12 13:02.35,273,719,353,554
24-05-12 13:03.24,311,672,378,508
24-05-12 13:03.56,299,503,569,372
24-05-12 13:04.11,315,452,571,424
24-05-12 13:04.43,309,518,570,376
24-05-12 13:04.59,368,359,630,350
24-05-12 13:05.31,395,454,573,450
24-05-12 13:06.03,315,384,579,393
24-05-12 13:06.18,309,448,590,446
24-05-12 13:06.34,341,374,624,390
24-05-12 13:07.06,293,582,475,465
24-05-12 13:07.54,277,697,421,479
24-05-12 13:08.10,353,366,618,346
24-05-12 13:08.25,415,452,575,442
24-05-12 13:08.41,340,562,447,444
24-05-12 13:08.56,277,710,359,546
24-05-12 13:09.45,283,733,419,484
24-05-12 13:10.17,293,562,480,456
24-05-12 13:10.32,293,578,474,466
24-05-12 13:11.04,391,366,526,360
24-05-12 13:11.36,305,682,377,572
24-05-12 13:11.52,283,772,357,557
24-05-12 13:12.07,277,719,351,552
24-05-12 13:12.23,309,512,564,376
24-05-12 13:12.38,375,371,621,364
24-05-12 13:12.54,419,453,556,425
24-05-12 13:13.26,301,742,362,562
24-05-12 13:13.41,277,769,357,550
24-05-12 13:13.57,277,763,363,533
24-05-12 13:14.12,356,399,640,352
24-05-12 13:14.28,315,381,584,416
24-05-12 13:14.43,299,528,541,563
24-05-12 13:14.59,303,700,361,561
24-05-12 13:15.14,297,715,361,564
24-05-12 13:15.30,433,542,470,455
24-05-12 13:15.45,381,454,564,449
24-05-12 13:16.01,385,373,605,394
24-05-12 13:16.16,309,384,577,402
24-05-12 13:16.32,477,452,563,443
24-05-12 13:16.47,354,547,466,456
24-05-12 13:17.03,277,735,358,533
24-05-12 13:17.18,277,686,421,474
24-05-12 13:17.34,293,565,474,455
24-05-12 13:17.49,406,382,594,353
24-05-12 13:18.21,385,550,468,451
24-05-12 13:18.37,385,382,591,353
24-05-12 13:18.52,353,420,600,362
24-05-12 13:19.08,277,699,422,478
24-05-12 13:19.40,424,454,565,450
24-05-12 13:19.55,392,363,566,347
24-05-12 13:20.11,277,713,351,551
24-05-12 13:20.26,429,365,617,359
24-05-12 13:20.42,377,701,377,563
24-05-12 13:20.57,373,361,626,354
24-05-12 13:21.13,277,752,358,541
24-05-12 13:21.28,309,448,592,430
24-05-12 13:22.17,299,528,527,456
24-05-12 13:22.32,277,633,399,486
24-05-12 13:22.48,405,365,631,363
24-05-12 13:23.20,380,455,560,457
24-05-12 13:23.52,309,454,562,450
24-05-12 13:24.07,277,721,356,536
24-05-12 13:24.23,399,366,626,363
24-05-12 13:24.38,450,537,485,568
24-05-12 13:24.54,277,728,381,518
24-05-12 13:25.09,376,365,624,358
24-05-12 13:25.25,354,713,383,569
24-05-12 13:25.40,277,744,373,529
24-05-12 13:25.56,378,383,594,349
24-05-12 13:26.11,341,455,560,424
24-05-12 13:27.00,389,453,566,427
24-05-12 13:27.15,296,709,362,559
24-05-12 13:27.31,293,561,490,445
24-05-12 13:27.46,383,457,551,445
24-05-12 13:28.02,277,697,431,463
24-05-12 13:28.17,309,453,565,446
24-05-12 13:28.33,284,725,352,553
24-05-12 13:28.48,384,360,622,358
24-05-12 13:29.04,344,455,559,424
24-05-12 13:29.19,467,537,487,574
24-05-12 13:29.51,384,421,596,360
24-05-12 13:30.07,299,591,475,459
24-05-12 13:30.39,299,530,534,467
24-05-12 13:31.11,363,364,526,355
24-05-12 13:31.43,399,382,594,351
24-05-12 13:31.58,416,366,622,347
24-05-12 13:32.14,299,460,535,446
24-05-12 13:32.29,299,722,362,563
24-05-12 13:32.45,282,719,418,479
24-05-12 13:33.00,398,381,588,352
24-05-12 13:33.16,356,360,622,353
24-05-12 13:33.31,360,363,569,347
24-05-12 13:33.47,385,362,624,357
24-05-12 13:34.19,344,458,549,437
24-05-12 13:34.34,334,576,434,445
24-05-12 13:35.06,309,491,553,373
24-05-12 13:35.38,358,585,415,560
24-05-12 13:35.54,293,727,352,541
24-05-12 13:36.09,364,421,600,359
24-05-12 13:36.25,473,537,485,451
24-05-12 13:36.57,465,450,530,437
24-05-12 13:37.12,277,632,441,440
24-05-12 13:37.28,315,417,500,386
24-05-12 13:37.43,405,543,475,447
24-05-12 13:37.59,293,574,490,444
24-05-12 13:38.14,343,372,523,364
24-05-12 13:38.30,417,570,441,444
24-05-12 13:38.45,309,523,566,372
24-05-12 13:39.01,329,458,554,438
24-05-12 13:39.16,277,722,362,533
24-05-12 13:39.32,390,399,566,360
24-05-12 13:39.47,378,398,567,360
24-05-12 13:40.03,346,373,522,369
24-05-12 13:40.18,306,664,377,509
24-05-12 13:40.34,384,400,564,359
24-05-12 13:41.22,417,712,381,565
24-05-12 13:41.38,309,522,562,373
24-05-12 13:41.53,331,716,378,564
24-05-12 13:42.09,376,371,522,358
24-05-12 13:42.24,436,543,471,450
24-05-12 13:42.56,373,370,560,346
24-05-12 13:43.12,413,374,622,388
24-05-12 13:43.27,290,744,352,555
24-05-12 13:43.43,400,356,610,352
24-05-12 13:43.58,304,669,381,505
24-05-12 13:44.14,412,364,568,354
24-05-12 13:44.29,295,776,351,561
24-05-12 13:44.45,364,361,624,347
24-05-12 13:45.00,277,764,358,542
24-05-12 13:45.32,308,685,379,568
24-05-12 13:45.48,277,766,362,536
24-05-12 13:46.03,328,373,622,390
24-05-12 13:46.19,277,742,364,533
24-05-12 13:46.34,306,457,555,426
24-05-12 13:46.50,277,639,433,464
24-05-12 13:47.05,388,456,553,424
24-05-12 13:47.21,287,727,351,553
24-05-12 13:47.36,293,562,476,463
24-05-12 13:47.52,363,366,580,360
24-05-12 13:48.07,299,532,518,459
24-05-12 13:48.23,283,709,357,550
24-05-12 13:48.38,283,716,363,537
24-05-12 13:48.54,394,400,643,352
24-05-12 13:49.26,358,552,459,571
24-05-12 13:49.58,404,359,630,348
24-05-12 13:50.13,366,547,469,466
24-05-12 13:50.29,355,421,603,362
24-05-12 13:51.01,283,757,357,532
24-05-12 13:51.33,297,711,362,559
24-05-12 13:51.48,277,730,358,546
24-05-12 13:52.37,293,555,492,442
24-05-12 13:52.52,346,422,603,361
24-05-12 13:53.24,277,618,445,444
24-05-12 13:54.13,277,767,358,542
24-05-12 13:54.28,296,706,363,558
24-05-12 13:54.44,293,543,468,459
24-05-12 13:54.59,381,719,379,565
24-05-12 13:55.15,302,751,362,562
24-05-12 13:55.47,293,554,487,446
24-05-12 13:56.02,376,369,618,365
24-05-12 13:56.18,410,376,613,401
24-05-12 13:56.33,390,420,601,362
24-05-12 13:56.49,277,735,359,543
24-05-12 13:57.04,332,713,377,559
24-05-12 13:57.20,282,751,357,544
24-05-12 13:57.35,277,714,429,468
24-05-12 13:57.51,277,757,357,543
24-05-12 13:58.06,282,622,440,448
24-05-12 13:58.22,379,377,619,418
24-05-12 13:58.37,346,458,550,424
24-05-12 13:58.53,292,693,363,559
24-05-12 13:59.41,390,370,619,365
24-05-12 13:59.57,293,539,476,566
24-05-12 14:00.12,362,714,380,564
24-05-12 14:00.28,277,643,452,435
24-05-12 14:00.43,293,576,498,432
24-05-12 14:01.15,277,694,374,524
24-05-12 14:01.31,277,713,352,542
24-05-12 14:02.03,293,704,362,557
24-05-12 14:02.18,364,463,531,426
24-05-12 14:02.34,351,406,563,360
24-05-12 14:03.06,277,753,367,536
24-05-12 14:03.21,465,547,468,564
24-05-12 14:03.37,295,671,377,555
24-05-12 14:03.52,293,741,356,563
24-05-12 14:04.08,459,458,553,432
24-05-12 14:04.23,367,362,617,355
24-05-12 14:04.55,293,537,502,567
24-05-12 14:05.27,277,709,423,475
24-05-12 14:05.43,296,677,378,564
24-05-12 14:05.58,289,773,352,546
24-05-12 14:06.14,293,539,482,568
24-05-12 14:06.29,330,387,600,419
24-05-12 14:06.45,383,360,618,355
24-05-12 14:07.00,277,678,483,463
24-05-12 14:07.16,277,695,423,481
24-05-12 14:07.31,282,672,423,477
24-05-12 14:07.47,277,752,358,543
24-05-12 14:08.02,299,734,362,562
24-05-12 14:08.18,283,740,363,537
24-05-12 14:08.33,277,722,353,554
24-05-12 14:08.49,277,712,359,542
24-05-12 14:09.04,277,626,437,455
24-05-12 14:09.36,293,556,474,459
24-05-12 14:09.52,277,628,431,465
24-05-12 14:10.07,277,718,358,547
24-05-12 14:10.23,446,540,483,572
24-05-12 14:10.38,293,537,511,566
24-05-12 14:10.54,282,750,353,550
24-05-12 14:11.09,309,520,566,373
24-05-12 14:11.25,459,362,622,349
24-05-12 14:11.57,277,693,376,525
24-05-12 14:12.13,282,627,426,449
24-05-12 14:12.28,353,388,590,351
24-05-12 14:12.44,368,368,619,361
24-05-12 14:12.59,315,382,597,418
24-05-12 14:13.15,412,458,552,426
24-05-12 14:13.47,282,705,369,534
24-05-12 14:14.02,381,388,580,355
24-05-12 14:14.34,331,546,467,563
24-05-12 14:14.50,277,716,421,467
24-05-12 14:15.38,316,709,378,561
24-05-12 14:16.10,361,401,631,356
24-05-12 14:16.26,327,381,607,420
24-05-12 14:16.41,318,381,620,393
24-05-12 14:16.57,407,458,551,459
24-05-12 14:17.29,277,632,436,449
24-05-12 14:17.44,277,650,368,564
24-05-12 14:18.00,277,758,364,536
24-05-12 14:18.15,282,705,422,474
24-05-12 14:18.47,342,407,523,360
24-05-12 14:19.03,310,383,587,418
24-05-12 14:19.35,302,681,380,557
24-05-12 14:19.50,287,773,355,548
24-05-12 14:20.06,469,539,476,460
24-05-12 14:20.21,441,541,479,456
24-05-12 14:20.37,412,541,484,459
24-05-12 14:20.52,289,724,353,536
24-05-12 14:21.08,277,698,353,527
24-05-12 14:21.23,293,563,487,444
24-05-12 14:21.39,390,368,616,349
24-05-12 14:21.54,483,458,557,432
24-05-12 14:22.10,277,719,356,546
24-05-12 14:22.42,375,369,607,361
24-05-12 14:22.57,440,458,553,427
24-05-12 14:23.13,293,673,377,565
24-05-12 14:23.28,277,718,359,540
24-05-12 14:23.44,309,487,560,373
24-05-12 14:23.59,393,369,613,360
24-05-12 14:24.15,397,382,581,353
24-05-12 14:24.30,383,369,610,350
24-05-12 14:24.46,299,540,515,451
24-05-12 14:25.01,467,538,493,447
24-05-12 14:25.17,332,544,475,448
24-05-12 14:25.32,282,743,365,533
24-05-12 14:25.48,277,681,425,472
24-05-12 14:26.20,277,661,435,460
24-05-12 14:26.35,277,725,380,504
24-05-12 14:26.51,277,736,437,461
24-05-12 14:27.06,277,625,449,439
24-05-12 14:27.38,448,535,485,458
24-05-12 14:27.54,304,709,375,556
24-05-12 14:28.09,289,728,364,561
24-05-12 14:28.25,298,689,384,560
24-05-12 14:28.40,288,713,365,564
24-05-12 14:29.12,372,541,482,449
24-05-12 14:29.28,277,755,354,546
24-05-12 14:29.43,277,752,360,532
24-05-12 14:29.59,309,510,520,374
24-05-12 14:30.14,277,706,373,521
24-05-12 14:30.30,277,725,361,537
24-05-12 14:30.45,311,712,378,565
24-05-12 14:31.01,299,538,521,455
24-05-12 14:31.16,403,462,556,449
24-05-12 14:31.32,393,378,612,393
24-05-12 14:31.47,365,380,607,392
24-05-12 14:32.03,291,665,379,563
24-05-12 14:32.18,277,610,447,429
24-05-12 14:32.50,316,385,603,397
24-05-12 14:33.06,299,468,518,426
24-05-12 14:33.21,284,737,352,553
24-05-12 14:33.37,277,712,367,527
24-05-12 14:33.52,292,728,362,563
24-05-12 14:34.08,299,531,520,447
24-05-12 14:34.23,483,456,565,457
24-05-12 14:34.39,353,379,617,393
24-05-12 14:34.54,430,455,551,440
24-05-12 14:35.10,290,719,362,559
24-05-12 14:35.25,277,754,372,532
24-05-12 14:35.41,282,753,351,545
24-05-12 14:35.56,277,664,425,462
24-05-12 14:36.12,394,362,608,355
24-05-12 14:36.27,367,374,609,360
24-05-12 14:36.43,436,456,568,448
24-05-12 14:36.58,324,458,559,431
24-05-12 14:37.14,395,548,460,462
24-05-12 14:37.29,266,719,353,545
24-05-12 14:37.45,277,647,424,479
24-05-12 14:38.00,372,361,613,355
24-05-12 14:38.16,331,377,578,416
24-05-12 14:38.31,310,457,558,425
24-05-12 14:38.47,309,456,572,426
24-05-12 14:39.02,384,382,585,355
24-05-12 14:39.18,277,629,425,462
24-05-12 14:39.33,277,722,422,474
24-05-12 14:39.49,309,499,560,375
24-05-12 14:40.04,277,763,364,537
24-05-12 14:40.20,299,535,494,559
24-05-12 14:40.35,365,363,618,355
24-05-12 14:40.51,277,686,364,533
24-05-12 14:41.06,288,717,351,553
24-05-12 14:41.38,376,384,585,354
24-05-12 14:41.54,315,382,558,418
24-05-12 14:42.09,450,455,566,425
24-05-12 14:42.25,310,459,541,426
24-05-12 14:42.40,420,459,558,426
24-05-12 14:42.56,367,382,585,353
24-05-12 14:43.11,309,502,516,373
24-05-12 14:43.27,395,417,593,363
24-05-12 14:43.42,277,639,424,476
24-05-12 14:43.58,309,517,562,375
24-05-12 14:44.13,348,397,629,354
24-05-12 14:44.29,277,753,374,523
24-05-12 14:44.44,277,712,356,544
24-05-12 14:45.00,272,723,352,553
24-05-12 14:45.15,277,732,363,537
24-05-12 14:45.31,386,417,589,363
24-05-12 14:45.46,277,643,438,456
24-05-12 14:46.02,261,645,423,475
24-05-12 14:46.17,351,388,578,353
24-05-12 14:46.33,351,383,541,354
24-05-12 14:46.48,391,382,585,352
24-05-12 14:47.04,405,398,631,353
24-05-12 14:47.19,350,368,570,348
24-05-12 14:47.35,481,457,553,424
24-05-12 14:47.50,313,717,377,564
24-05-12 14:48.06,309,497,518,366
24-05-12 14:48.21,334,459,512,456
24-05-12 14:48.37,289,721,356,567
24-05-12 14:48.52,277,627,446,437
24-05-12 14:49.08,369,381,608,418
24-05-12 14:49.23,285,766,352,550
24-05-12 14:49.39,352,399,589,357
24-05-12 14:49.54,293,542,494,564
24-05-12 14:50.10,277,693,434,462
24-05-12 14:50.25,398,400,626,353
24-05-12 14:50.41,320,380,601,377
24-05-12 14:50.56,288,714,362,560
24-05-12 14:51.12,277,719,375,520
24-05-12 14:51.27,293,562,478,447
24-05-12 14:51.43,388,383,586,348
24-05-12 14:51.58,361,369,608,360
24-05-12 14:52.14,349,381,608,418
24-05-12 14:52.29,301,462,535,426
24-05-12 14:52.45,286,758,351,552
24-05-12 14:53.00,277,688,370,528
24-05-12 14:53.16,309,535,557,372
24-05-12 14:53.31,391,418,591,364
24-05-12 14:53.47,309,524,558,370
24-05-12 14:54.02,377,399,631,345
24-05-12 14:54.18,315,458,540,437
24-05-12 14:54.33,356,457,552,424
24-05-12 14:54.49,441,539,485,560
24-05-12 14:55.04,286,770,351,550
24-05-12 14:55.20,277,703,365,533
24-05-12 14:55.35,277,705,352,552
24-05-12 14:55.51,290,763,352,543
24-05-12 14:56.06,289,729,362,558
24-05-12 14:56.22,389,542,481,559
24-05-12 14:56.37,287,710,355,564
24-05-12 14:56.53,277,693,365,524
24-05-12 14:57.08,283,714,365,533
24-05-12 14:57.24,277,730,365,528
24-05-12 14:57.39,283,729,351,551
24-05-12 14:57.55,283,722,351,552
24-05-12 14:58.10,277,741,364,533
24-05-12 14:58.26,323,547,473,562
24-05-12 14:58.41,377,459,557,426
24-05-12 14:58.57,367,362,611,354
24-05-12 14:59.12,361,383,577,352
24-05-12 14:59.28,352,398,628,355
24-05-12 14:59.43,380,416,592,362
24-05-12 14:59.59,277,722,414,486
24-05-12 15:00.14,287,706,355,563
24-05-12 15:00.30,277,817,359,539
24-05-12 15:00.45,309,512,644,360
24-05-12 15:01.01,359,363,607,348
24-05-12 15:01.16,299,460,543,431
24-05-12 15:01.48,414,551,448,454
24-05-12 15:02.04,277,698,376,512
24-05-12 15:02.19,373,362,612,354
24-05-12 15:02.35,462,544,496,447
24-05-12 15:02.50,392,418,592,355
24-05-12 15:03.06,277,706,360,535
24-05-12 15:03.21,293,538,486,453
24-05-12 15:03.37,390,368,615,360
24-05-12 15:03.52,277,767,353,543
24-05-12 15:04.08,391,362,616,347
24-05-12 15:04.23,387,458,543,445
24-05-12 15:04.39,293,547,454,560
24-05-12 15:04.54,277,750,360,537
24-05-12 15:05.10,282,741,418,472
24-05-12 15:05.25,347,365,608,348
24-05-12 15:05.41,288,722,368,555
24-05-12 15:05.56,353,370,614,364
24-05-12 15:06.12,283,718,353,548
24-05-12 15:06.27,377,367,616,360
24-05-12 15:06.43,290,696,378,547
24-05-12 15:06.58,353,382,586,344
24-05-12 15:07.14,291,711,377,564
24-05-12 15:07.29,368,369,611,361
24-05-12 15:07.45,261,726,353,550
24-05-12 15:08.00,310,458,541,426
24-05-12 15:08.16,391,369,608,360
24-05-12 15:08.48,285,771,352,548
24-05-12 15:09.20,277,729,363,529
24-05-12 15:09.35,397,459,547,484
24-05-12 15:09.51,407,360,608,355
24-05-12 15:10.06,277,742,364,533
24-05-12 15:10.22,413,459,553,457
24-05-12 15:10.37,277,700,370,528
24-05-12 15:10.53,299,540,475,562
24-05-12 15:11.08,416,381,610,418
24-05-12 15:11.24,282,687,421,473
24-05-12 15:11.39,300,694,377,562
24-05-12 15:11.55,403,397,628,354
24-05-12 15:12.10,302,461,539,425
24-05-12 15:12.26,277,750,358,532
24-05-12 15:12.41,309,497,561,373
24-05-12 15:12.57,310,458,549,426
24-05-12 15:13.12,283,747,358,546
24-05-12 15:13.28,391,380,622,418
24-05-12 15:13.43,277,745,352,530
24-05-12 15:13.59,358,362,611,356
24-05-12 15:14.31,291,660,377,556
24-05-12 15:14.46,277,755,372,519
24-05-12 15:15.02,361,363,608,349
24-05-12 15:15.17,309,457,541,454
24-05-12 15:15.33,331,464,497,445
24-05-12 15:15.48,287,697,362,557
24-05-12 15:16.04,266,610,450,434
24-05-12 15:16.19,293,545,459,422
24-05-12 15:16.35,399,370,610,364
24-05-12 15:16.50,419,542,481,564
24-05-12 15:17.06,295,713,362,560
24-05-12 15:17.21,283,714,352,550
24-05-12 15:17.37,277,767,359,540
24-05-12 15:17.52,395,418,592,361
24-05-12 15:18.08,309,455,573,425
24-05-12 15:18.23,295,695,377,556
24-05-12 15:18.39,293,566,482,450
24-05-12 15:18.54,299,462,532,424
24-05-12 15:19.10,277,700,364,520
24-05-12 15:19.25,410,379,609,400
24-05-12 15:19.41,288,703,358,558
24-05-12 15:19.56,282,682,370,523
24-05-12 15:20.12,387,369,611,359
24-05-12 15:20.27,310,458,549,425
24-05-12 15:20.43,277,762,351,540
24-05-12 15:20.58,360,372,610,365
24-05-12 15:21.14,293,703,376,566
24-05-12 15:21.29,277,719,354,536
24-05-12 15:21.45,309,513,561,373
24-05-12 15:22.00,407,379,610,419
24-05-12 15:22.16,293,550,455,563
24-05-12 15:22.31,277,707,352,552
24-05-12 15:22.47,277,715,351,548
